Time (s),Current (A),Voltage(V)
0.42202425,-2.9995863438,3.8399195671
1.4220814705,-2.9996118546,3.8103501797
2.4221386909,-2.9996273518,3.7957561016
3.4221959114,-2.9996476173,3.7848701477
4.4222531319,-2.999671936,3.7758553028
5.4223103523,-2.9996743202,3.7679960728
6.4223675728,-2.9996705055,3.7609055042
7.4224247932,-2.9996771812,3.7544064522
8.4224820137,-2.9996898174,3.7483773232
9.4225392342,-2.999694109,3.7427134514
10.4225964546,-2.9996836185,3.7373735905
11.4226536751,-2.9996933937,3.7322981358
12.4227108955,-2.999694109,3.7274804115
13.422768116,-2.9996876717,3.7228679657
14.4228253365,-2.9997022152,3.718432188
15.4218821526,-2.9996945858,3.714171648
16.421939373,-2.9997169971,3.7100832462
17.4219965935,-2.9997317791,3.7061252594
18.4220538139,-2.9997098446,3.7023057938
19.4221110344,-2.9997270107,3.6986186504
20.4221682549,-2.9997332096,3.6950244904
21.4222254753,-2.9997320175,3.6915633678
22.4222826958,-2.9997067451,3.6881997585
23.4223399162,-2.9997410774,3.6849255562
24.4223971367,-2.9997138977,3.6817309856
25.4224543571,-2.9997177124,3.6786253452
26.4225115776,-2.9997236729,3.6755959988
27.4225687981,-2.9997270107,3.6726279259
28.4226260185,-2.999724865,3.6697609425
29.422683239,-2.9997260571,3.6669487953
30.4227404594,-2.9997308254,3.6641948223
31.4227976799,-2.9997286797,3.6614801884
32.421854496,-2.9997165203,3.6588377953
33.4219117165,-2.9997344017,3.6562597752
34.4219689369,-2.9997115135,3.6537122726
35.4220261574,-2.9997413158,3.65122509
36.422082901,-2.9997210503,3.6487774849
37.4221405983,-2.9997158051,3.6463692188
38.4221973419,-2.9997267723,3.6440165043
39.4222550392,-2.9997124672,3.6416876316
40.4223117828,-2.9997153282,3.6393973827
41.4223694801,-2.9997155666,3.6371414661
42.4224262238,-2.9997181892,3.6349277496
43.4224839211,-2.9997241497,3.6327280998
44.4225406647,-2.9997200966,3.6305859089
45.422598362,-2.9997153282,3.628456831
46.4226551056,-2.999714613,3.6263563633
47.4227128029,-2.9997124672,3.624266386
48.4227695465,-2.9997117519,3.6222372055
49.4228272438,-2.9997210503,3.6202123165
50.4218840599,-2.9997234344,3.6182010174
51.4219412804,-2.9997086525,3.616250515
52.4219985008,-2.9997160435,3.6142728329
53.4220557213,-2.999723196,3.6123461723
54.4221129417,-2.9997181892,3.6104309559
55.4221701622,-2.999710083,3.6085669994
56.4222269058,-2.9997315407,3.6066987514
57.4222841263,-2.9997096062,3.6048808098
58.4223413467,-2.9997136593,3.6030387878
59.4223985672,-2.9997060299,3.6012456417
60.4224557877,-2.9997091293,3.5994632244
61.4225130081,-2.9997141361,3.5976850986
62.4225702286,-2.9997224808,3.5959584713
63.422627449,-2.9997031689,3.5942399502
64.4226846695,-2.9997098446,3.5925405025
65.42274189,-2.999735117,3.5908503532
66.4227991104,-2.9997150898,3.5892140865
67.4218564034,-2.999714613,3.5875689983
