Time (s),Current (A),Voltage(V)
0.42202425,-2.9996156693,3.8443048
1.4220809937,-2.9996109009,3.8154706955
2.4211382866,-2.9996078014,3.801222086
3.421195507,-2.9996492863,3.7905743122
4.4212527275,-2.9996581078,3.7817151546
5.421309948,-2.999673605,3.7739951611
6.4213671684,-2.9996845722,3.7670533657
7.4214243889,-2.9996864796,3.7606809139
8.4214816093,-2.9996876717,3.7547464371
9.4215388298,-2.9996922016,3.7491705418
10.4215960503,-2.9996948242,3.7438914776
11.4216532707,-2.9997022152,3.7389216423
12.4217104912,-2.9996893406,3.7341458797
13.4217677116,-2.9997057915,3.7295792103
14.4218249321,-2.9996926785,3.7252254486
15.4218821526,-2.9997150898,3.7210347652
16.421939373,-2.9997181892,3.7169811726
17.4219965935,-2.9997358322,3.7130610943
18.4220538139,-2.9997081757,3.7092905045
19.42111063,-2.9997060299,3.7056593895
20.4211678505,-2.9997205734,3.7021176815
21.421225071,-2.9997179508,3.6986699104
22.4212822914,-2.9997267723,3.6953237057
23.4213395119,-2.9997308254,3.6920962334
24.4213967323,-2.9997198582,3.6889321804
25.4214539528,-2.9997358322,3.685852766
26.4215111732,-2.9997241497,3.6828496456
27.4215683937,-2.9997260571,3.6799316406
28.4216256142,-2.9997360706,3.6770868301
29.4216828346,-2.9997136593,3.6742889881
30.4217400551,-2.9997282028,3.671564579
31.4217972755,-2.9997441769,3.6688616276
32.421854496,-2.9997270107,3.6662509441
33.4219117165,-2.9997179508,3.6636891365
34.4219689369,-2.9997253418,3.6611726284
35.4220261574,-2.9997122288,3.6586973667
36.4220833778,-2.9997136593,3.6562800407
37.4211401939,-2.999727726,3.6538825035
38.4211974144,-2.9997048378,3.6515445709
39.4212546349,-2.999727726,3.6492486
40.4213118553,-2.999714613,3.6469717026
41.4213690758,-2.9997401237,3.6447248459
42.4214262962,-2.9997210503,3.6425290108
43.4214835167,-2.9997098446,3.6403419971
44.4215407372,-2.9997167587,3.6381902695
45.4215979576,-2.9997112751,3.6361014843
46.4216551781,-2.9997048378,3.634018898
47.4217123985,-2.9997172356,3.6319394112
48.421769619,-2.9997153282,3.6299273968
49.4218268394,-2.9997153282,3.6279044151
50.4218840599,-2.999723196,3.6259496212
51.4219412804,-2.9997179508,3.6239790916
52.4219985008,-2.999702692,3.6220362186
53.4220557213,-2.9997208118,3.6201150417
54.4211130142,-2.9997117519,3.6182262897
55.4211702347,-2.9997110367,3.6163578033
56.4212274551,-2.9997143745,3.6145079136
57.4212841988,-2.9997158051,3.6126754284
58.4213414192,-2.9997236729,3.6108489037
59.4213986397,-2.9997019768,3.6090767384
60.4214558601,-2.9997265339,3.6073100567
61.4215130806,-2.9997293949,3.60557127
62.4215703011,-2.9997317791,3.6038477421
63.4216275215,-2.9997205734,3.6021335125
64.421684742,-2.9997169971,3.6004390717
65.4217419624,-2.9997348785,3.5987608433
66.4217991829,-2.9997196198,3.5971031189
67.4218564034,-2.9997236729,3.5954706669
68.4219136238,-2.9997365475,3.5938577652
69.4219708443,-2.9997169971,3.5922632217
70.4220280647,-2.9997138977,3.5906820297
71.4220852852,-2.9997158051,3.5891194344
72.4211425781,-2.9997370243,3.5875813961
