Time (s),Current (A),Voltage(V)
0.4290242195,-2.9995965958,3.8374640942
1.42908144,-2.9996170998,3.8072128296
2.4291386604,-2.9996166229,3.7924780846
3.4291958809,-2.9996294975,3.7815036774
4.4292531013,-2.9996376038,3.7724196911
5.4293103218,-2.9996900558,3.7644906044
6.4283676147,-2.9996657372,3.7573728561
7.4284248352,-2.9996881485,3.7508256435
8.4284815788,-2.9996826649,3.744736433
9.4285387993,-2.9996826649,3.7390501499
10.4285960197,-2.9996995926,3.7336814404
11.4286532402,-2.9996967316,3.7285842896
12.4287104607,-2.9996855259,3.7237379551
13.4287676811,-2.9997034073,3.7190959454
14.4288249016,-2.9997045994,3.7146508694
15.428882122,-2.9996993542,3.7103784084
16.4289393425,-2.9997110367,3.7062335014
17.428996563,-2.9997098446,3.7022857666
18.4290537834,-2.9997322559,3.6984534264
19.4291110039,-2.9997022152,3.6947553158
20.4291682243,-2.999714613,3.6911730766
21.4292254448,-2.9997198582,3.6877017021
22.4292826653,-2.9997169971,3.6843039989
23.4293398857,-2.9997031689,3.6810224056
24.4283967018,-2.999710083,3.677832365
25.4284543991,-2.9997050762,3.6747303009
26.4285111427,-2.9997067451,3.67172122
27.42856884,-2.9997034073,3.6687550545
28.4286255836,-2.999727726,3.6658620834
29.4286828041,-2.9997251034,3.6630587578
30.4287400246,-2.9997212887,3.6602907181
31.428797245,-2.9997141361,3.6575920582
32.4288539886,-2.999707222,3.6549534798
33.4289116859,-2.9997110367,3.6523559093
34.4289684296,-2.9997110367,3.6498301029
35.4290261269,-2.9997303486,3.6473371983
36.4290828705,-2.9997308254,3.6448717117
37.4291405678,-2.9997110367,3.6424958706
38.4291973114,-2.9997293949,3.6401226521
39.4292550087,-2.9997050762,3.6378138065
40.4293117523,-2.9997143745,3.6355013847
41.4283690453,-2.9997055531,3.6332497597
42.4284262657,-2.9997200966,3.6310544014
43.4284834862,-2.9997091293,3.6288504601
44.4285407066,-2.9997181892,3.6266953945
45.4285979271,-2.9997117519,3.6245610714
46.4286551476,-2.9997141361,3.6224489212
47.428712368,-2.9997110367,3.6203861237
48.4287695885,-2.9997138977,3.6183381081
49.4288268089,-2.9997055531,3.6163170338
50.4288840294,-2.9997074604,3.6143026352
51.4289412498,-2.9997198582,3.6123251915
52.4289979935,-2.9997122288,3.6103897095
53.4290552139,-2.9996807575,3.6084558964
54.4291124344,-2.9997153282,3.6065523624
55.4291696548,-2.9997172356,3.604667902
56.4292268753,-2.9997086525,3.6028032303
57.4292840958,-2.999710083,3.6009476185
58.4293413162,-2.999702692,3.599149704
59.4283986092,-2.9997081757,3.5973291397
60.4284558296,-2.9996967316,3.5955700874
61.4285130501,-2.9997000694,3.5937993526
62.4285702705,-2.9997172356,3.5920586586
63.428627491,-2.9997138977,3.5903475285
64.4286847115,-2.9997198582,3.5886499882
65.4287419319,-2.9997036457,3.5869617462
66.4287991524,-2.9997012615,3.5853044987
67.4288563728,-2.9997091293,3.5836594105
68.4289135933,-2.9997124672,3.5820305347
69.4289708138,-2.9997172356,3.5804278851
