Time (s),Current (A),Voltage(V)
0.4350247383,-2.9996016026,3.7749378681
1.4350819588,-2.9995965958,3.7314186096
2.4351391792,-2.9996099472,3.7107248306
3.4351963997,-2.99964571,3.6954529285
4.4352536201,-2.9996938705,3.6829445362
5.4353108406,-2.9996781349,3.6720969677
6.4353680611,-2.999702692,3.6624484062
7.4354252815,-2.9997167587,3.653636694
8.435482502,-2.9997091293,3.6455059052
9.4355397224,-2.9997138977,3.6379313469
10.4355969429,-2.999712944,3.6308119297
11.4356541634,-2.9997088909,3.6240804195
12.4357113838,-2.9997084141,3.6176660061
13.4357681274,-2.9997076988,3.6115419865
14.4358253479,-2.9997124672,3.6056520939
15.4358825684,-2.9997160435,3.5999999046
16.4349398613,-2.9997150898,3.5945358276
17.4349970818,-2.9997224808,3.5892548561
18.4350543022,-2.9997239113,3.5841462612
19.4351115227,-2.9997143745,3.5791487694
20.4351687431,-2.9997355938,3.5742969513
21.4352259636,-2.9997210503,3.5695679188
22.4352831841,-2.9997344017,3.5649631023
23.4353404045,-2.9997267723,3.5604715347
24.435397625,-2.999730587,3.5560863018
25.4354548454,-2.9997336864,3.5517771244
26.4355120659,-2.9997210503,3.5475521088
27.4355692863,-2.9997303486,3.543412447
28.4356265068,-2.999733448,3.5393793583
29.4356837273,-2.9997222424,3.535390377
30.4357409477,-2.9997215271,3.5314769745
31.4357981682,-2.9997179508,3.5276284218
32.4358553886,-2.9997329712,3.523850441
33.4349122047,-2.9997279644,3.5201437473
34.4349694252,-2.9997270107,3.5164649487
35.4350266457,-2.9997236729,3.512891531
36.4350838661,-2.9997227192,3.509339571
37.4351410866,-2.9997286797,3.50588727
38.435198307,-2.9997208118,3.5024535656
39.4352555275,-2.9997124672,3.4990746975
40.435312748,-2.999730587,3.4957501888
41.4353699684,-2.9997124672,3.4924845695
42.4354271889,-2.9997150898,3.4892683029
43.4354844093,-2.9997241497,3.4860761166
44.4355416298,-2.999730587,3.4829471111
45.4355988503,-2.9997291565,3.4798722267
46.4356560707,-2.9997210503,3.4768264294
47.4357132912,-2.9997251034,3.4738314152
48.4357705116,-2.999714613,3.4708561897
49.4358277321,-2.999730587,3.4679362774
50.4358849525,-2.9997344017,3.4650490284
51.4349417686,-2.9997007847,3.4622120857
52.4349989891,-2.9997227192,3.4594094753
53.4350562096,-2.9997296333,3.456643343
54.43511343,-2.9997220039,3.4539110661
55.4351706505,-2.9997324944,3.4512112141
56.4352278709,-2.9997315407,3.4485514164
57.4352850914,-2.9997363091,3.4459173679
58.4353423119,-2.9997215271,3.4433233738
59.4353995323,-2.9997239113,3.4407382011
60.4354567528,-2.9997432232,3.438202858
61.4355139732,-2.9997401237,3.4356944561
62.4355711937,-2.9997227192,3.4332129955
63.4356284142,-2.9997406006,3.430747509
64.4356856346,-2.9997417927,3.4283471107
65.4357428551,-2.9997606277,3.425942421
66.4358000755,-2.9997246265,3.4235749245
67.435857296,-2.9997191429,3.4212312698
68.4349141121,-2.9997336864,3.4188988209
69.4349713326,-2.9997251034,3.4166102409
70.435028553,-2.9997239113,3.4143497944
71.4350857735,-2.9997265339,3.4120953083
72.4351429939,-2.9997289181,3.4098756313
73.4352002144,-2.9997620583,3.4076948166
74.435256958,-2.9997425079,3.4055218697
75.4353146553,-2.9997224808,3.4033694267
76.4353713989,-2.9997291565,3.4012358189
77.4354290962,-2.9997315407,3.3991203308
78.4354858398,-2.9997179508,3.3970549107
79.4355435371,-2.9997410774,3.3949859142
80.4356002808,-2.9997391701,3.3929607868
81.4356579781,-2.9997360706,3.3909418583
82.4357147217,-2.9997274876,3.3889331818
83.435772419,-2.9997303486,3.386932373
84.4358291626,-2.9997498989,3.3849945068
85.4358868599,-2.9997324944,3.3830456734
86.434943676,-2.9997320175,3.3811182976
87.4350008965,-2.9997293949,3.3792068958
88.4350581169,-2.9997267723,3.377332449
89.4351153374,-2.9997322559,3.3754537106
90.4351725578,-2.9997410774,3.3735990524
91.4352297783,-2.9997246265,3.3717749119
92.4352865219,-2.9997320175,3.3699548244
93.4353437424,-2.9997389317,3.3681511879
94.4354009628,-2.9997615814,3.3663773537
95.4354581833,-2.9997396469,3.364607811
96.4355154037,-2.9997396469,3.3628606796
97.4355726242,-2.9997382164,3.3611316681
98.4356298447,-2.9997467995,3.3594055176
99.4356870651,-2.999756813,3.3577020168
100.4357442856,-2.9997470379,3.3560152054
101.435801506,-2.9997553825,3.3543605804
102.4358587265,-2.9997439384,3.3526968956
103.4349160194,-2.9997513294,3.3510718346
104.4349732399,-2.9997515678,3.349429369
105.4350304604,-2.9997296333,3.3478064537
106.4350876808,-2.999751091,3.3461954594
107.4351449013,-2.9997677803,3.3445959091
108.4352021217,-2.9997470379,3.3430171013
109.4352593422,-2.99974823,3.3414511681
110.4353165627,-2.9997680187,3.3399057388
111.4353737831,-2.9997479916,3.3383669853
112.4354305267,-2.9997413158,3.3368418217
113.4354877472,-2.9997689724,3.3353128433
114.4355449677,-2.999767065,3.3338155746
115.4356021881,-2.9997727871,3.3323106766
116.4356594086,-2.9997656345,3.3308224678
117.435716629,-2.9997494221,3.3293652534
118.4357738495,-2.999768734,3.3278992176
119.4358310699,-2.9997746944,3.3264582157
120.4358882904,-2.9997758865,3.3250079155
121.4349455833,-2.9997639656,3.3235738277
122.4350028038,-2.999755621,3.3221793175
123.4350600243,-2.9997689724,3.3207745552
124.4351172447,-2.9997711182,3.3193850517
125.4351744652,-2.9997591972,3.3180065155
126.4352316856,-2.9997782707,3.3166329861
127.4352889061,-2.999758482,3.3152701855
128.4353461266,-2.9997630119,3.313911438
129.435403347,-2.9997727871,3.3125696182
130.4354605675,-2.9997677803,3.3112328053
131.4355177879,-2.9997498989,3.309910059
132.4355745316,-2.9997630119,3.308601141
133.435631752,-2.9997694492,3.3072831631
134.4356889725,-2.9997649193,3.3059911728
135.4357461929,-2.9997470379,3.3046982288
136.4358034134,-2.9997651577,3.303429842
137.4358606339,-2.9997899532,3.3021526337
138.4349179268,-2.9997813702,3.3009028435
139.4349751472,-2.9997529984,3.299646616
140.4350323677,-2.9997677803,3.2983903885
141.4350895882,-2.9997842312,3.2971675396
142.4351468086,-2.9997854233,3.2959575653
143.4352040291,-2.999768734,3.2947323322
144.4352612495,-2.999771595,3.2935307026
145.43531847,-2.9997861385,3.2923390865
146.4353756905,-2.9997768402,3.2911710739
147.4354329109,-2.9997470379,3.2899756432
148.4354901314,-2.9997615814,3.2887935638
149.4355473518,-2.9997718334,3.2876267433
150.4356045723,-2.9997563362,3.28647542
151.4356617928,-2.9997527599,3.2853205204
152.4357185364,-2.9997701645,3.2841718197
153.4357757568,-2.9997694492,3.2830357552
154.4358329773,-2.9997746944,3.2819254398
155.4358901978,-2.9997770786,3.2807793617
156.4349474907,-2.9997944832,3.2796714306
157.4350047112,-2.9997799397,3.2785663605
158.4350619316,-2.9997639656,3.2774841785
159.4351191521,-2.9997806549,3.2763750553
160.4351763725,-2.999787569,3.2752883434
161.435233593,-2.9997754097,3.2742133141
162.4352908134,-2.999765873,3.2731339931
163.4353480339,-2.9997770786,3.2720811367
164.4354052544,-2.9997775555,3.271007061
165.4354624748,-2.9997625351,3.2699589729
166.4355196953,-2.9997732639,3.2689166069
167.4355769157,-2.9997880459,3.267873764
168.4356341362,-2.9997844696,3.2668502331
169.4356913567,-2.9997730255,3.2658324242
170.4357485771,-2.999787569,3.2648053169
171.4358057976,-2.9997947216,3.2637870312
172.4358625412,-2.9997725487,3.2627966404
173.4349198341,-2.9997828007,3.2617809772
174.4349770546,-2.9997904301,3.2607905865
175.4350342751,-2.9997882843,3.2598128319
176.4350914955,-2.9997775555,3.2588226795
177.435148716,-2.9997987747,3.2578384876
178.4352059364,-2.9997844696,3.2568922043
179.4352631569,-2.999778986,3.2559127808
180.4353203773,-2.9997856617,3.2549452782
181.4353775978,-2.9997823238,3.2539987564
182.4354348183,-2.9997749329,3.2530460358
183.4354920387,-2.9997711182,3.2521057129
184.4355492592,-2.9997813702,3.2511796951
185.4356064796,-2.9997828007,3.250234127
186.4356637001,-2.9997775555,3.2492992878
187.4357209206,-2.9997785091,3.2483887672
188.435778141,-2.9997746944,3.2474784851
189.4358353615,-2.9997663498,3.2465560436
190.4358925819,-2.9997828007,3.24564147
191.434949398,-2.9997711182,3.2447469234
192.4350066185,-2.9997844696,3.2438457012
193.4350633621,-2.9997894764,3.2429623604
194.4351210594,-2.9997699261,3.2420713902
195.435177803,-2.9997739792,3.2412023544
196.4352355003,-2.9997839928,3.2403199673
197.435292244,-2.9997925758,3.2394189835
198.4353499413,-2.9997673035,3.2385852337
199.4354066849,-2.999787569,3.2376959324
200.4354643822,-2.999787569,3.2368209362
201.4355211258,-2.9997849464,3.2359793186
202.4355788231,-2.9997732639,3.2351033688
203.4356355667,-2.9997906685,3.2342643738
204.435693264,-2.9997937679,3.233394146
205.4357500076,-2.9997725487,3.2325656414
206.4358077049,-2.9997990131,3.2317245007
207.4358644485,-2.9997692108,3.2309098244
208.4349217415,-2.9997844696,3.2300662994
209.4349789619,-2.9997770786,3.2292551994
210.4350361824,-2.9997673035,3.2284064293
211.435092926,-2.9997916222,3.2275812626
212.4351501465,-2.9997646809,3.2267913818
213.4352073669,-2.999768734,3.2259633541
214.4352645874,-2.9997775555,3.2251636982
215.4353218079,-2.9997806549,3.2243311405
216.4353790283,-2.9997870922,3.2235298157
217.4354362488,-2.9997720718,3.2227261066
218.4354934692,-2.9997551441,3.2219350338
219.4355506897,-2.9997820854,3.2211472988
220.4356079102,-2.9997525215,3.2203528881
221.4356651306,-2.9997775555,3.2195675373
222.4357223511,-2.9997675419,3.2187831402
