Time (s),Current (A),Voltage(V)
0.4270243645,-2.9996201992,3.8670334816
1.4270815849,-2.9996056557,3.8419077396
2.4271388054,-2.9996125698,3.8291442394
3.4271960258,-2.9996328354,3.8196320534
4.4272532463,-2.9996557236,3.8116891384
5.4273104668,-2.9996781349,3.8047244549
6.4263677597,-2.999686718,3.7984657288
7.4264249802,-2.9996948242,3.7926921844
8.4264822006,-2.9997031689,3.7872960567
9.4265394211,-2.999689579,3.7822184563
10.4265961647,-2.9996767044,3.7774164677
11.4266533852,-2.9996840954,3.7728571892
12.4267106056,-2.9996891022,3.7684657574
13.4267678261,-2.9996855259,3.7642753124
14.4268250465,-2.999704361,3.7602300644
15.426882267,-2.9996981621,3.7563273907
16.4269394875,-2.9997019768,3.7525851727
17.4269967079,-2.9997215271,3.7489464283
18.4270539284,-2.9997153282,3.7454402447
19.4271111488,-2.9997081757,3.7420504093
20.4271683693,-2.9997048378,3.7387564182
21.4272255898,-2.9997265339,3.7355382442
22.4272828102,-2.9997165203,3.7324061394
23.4273400307,-2.9997215271,3.7293822765
24.4263973236,-2.9997062683,3.7264509201
25.4264545441,-2.9997136593,3.7235679626
26.4265117645,-2.9997143745,3.7207596302
27.426568985,-2.9997220039,3.7180116177
28.4266262054,-2.9997110367,3.7153346539
29.4266829491,-2.9997136593,3.7127332687
30.4267401695,-2.9997255802,3.7101633549
31.42679739,-2.9997031689,3.707654953
32.4268546104,-2.9997293949,3.705211401
33.4269118309,-2.9997382164,3.7027516365
34.4269690514,-2.9997427464,3.7003743649
35.4270262718,-2.9997208118,3.6980595589
36.4270834923,-2.9997317791,3.6957473755
37.4271407127,-2.9997375011,3.6934733391
38.4271979332,-2.9997291565,3.6912341118
39.4272551537,-2.999727726,3.6890199184
40.4273123741,-2.9997365475,3.6868433952
41.4263696671,-2.9997262955,3.6846961975
42.4264268875,-2.999707222,3.6825699806
43.426484108,-2.9997086525,3.6804471016
44.4265413284,-2.9997200966,3.678374052
45.4265985489,-2.9997150898,3.6763138771
46.4266557693,-2.9997270107,3.6742508411
47.4267129898,-2.9997131824,3.6722269058
48.4267702103,-2.9997208118,3.670238018
49.4268269539,-2.9997003078,3.6682603359
50.4268841743,-2.999723196,3.6662905216
51.4269413948,-2.9996988773,3.6643328667
52.4269986153,-2.9997067451,3.6623978615
53.4270558357,-2.9997222424,3.6604790688
54.4271130562,-2.9997169971,3.6585848331
55.4271702766,-2.9997143745,3.6567122936
56.4272274971,-2.9997122288,3.6548309326
57.4272847176,-2.9997301102,3.6529839039
58.427341938,-2.9997253418,3.6511421204
59.426399231,-2.9997227192,3.6493294239
60.4264564514,-2.9997270107,3.6475455761
61.4265136719,-2.9997282028,3.6457469463
62.4265708923,-2.9997057915,3.6439836025
63.4266281128,-2.9997048378,3.6422338486
64.4266853333,-2.9997282028,3.6404995918
65.4267425537,-2.9997208118,3.6387827396
66.4267997742,-2.9997344017,3.6370654106
67.4268569946,-2.9997241497,3.6353905201
68.4269142151,-2.9997179508,3.6337015629
69.4269709587,-2.9997105598,3.6320610046
70.4270281792,-2.9997267723,3.6304004192
71.4270853996,-2.9997184277,3.6288006306
