Time (s),Current (A),Voltage(V)
0.4310250282,-2.9996254444,3.8647317886
1.4310822487,-2.9996249676,3.8387033939
2.4311394691,-2.9996521473,3.8257262707
3.4311966896,-2.9996647835,3.8160293102
4.4312539101,-2.9996979237,3.8079741001
5.4313111305,-2.9996829033,3.8009212017
6.431368351,-2.9997076988,3.7945764065
7.4304251671,-2.9997117519,3.788741827
8.4304823875,-2.9997031689,3.783270359
9.430539608,-2.9997210503,3.7781598568
10.4305968285,-2.9997057915,3.7733166218
11.4306540489,-2.9997098446,3.7687058449
12.4307112694,-2.9997074604,3.7643005848
13.4307684898,-2.9997084141,3.7600870132
14.4308257103,-2.9997141361,3.7560284138
15.4308829308,-2.9997332096,3.7521343231
16.4309401512,-2.9997329712,3.7483615875
17.4309973717,-2.9997341633,3.7447183132
18.4310545921,-2.9997255802,3.7411987782
19.4311118126,-2.999723196,3.73777771
20.4311690331,-2.9997158051,3.7344560623
21.4312262535,-2.9997320175,3.73122859
22.431283474,-2.9997417927,3.7281074524
23.4313406944,-2.9997282028,3.725063324
24.4313979149,-2.9997551441,3.7220861912
25.4304552078,-2.9997324944,3.7192027569
26.4305119514,-2.9997396469,3.7163631916
27.4305691719,-2.9997239113,3.7136125565
28.4306263924,-2.9997267723,3.71093297
29.4306836128,-2.9997220039,3.7083001137
30.4307403564,-2.9997403622,3.70571661
31.4307980537,-2.9997239113,3.7031879425
32.4308547974,-2.9997289181,3.700725317
33.4309124947,-2.9997415543,3.6982862949
34.4309692383,-2.9997291565,3.695912838
35.4310269356,-2.9997286797,3.693584919
36.4310836792,-2.9997501373,3.6912984848
37.4311413765,-2.9997341633,3.6890170574
38.4311981201,-2.9997437,3.686794281
39.4312558174,-2.9997324944,3.6846041679
40.431312561,-2.9997467995,3.6824314594
41.4313702583,-2.9997110367,3.6803002357
42.4304270744,-2.9997091293,3.6781873703
43.4304847717,-2.9997467995,3.6761131287
44.4305415154,-2.999733448,3.6740634441
45.4305992126,-2.9997475147,3.6720273495
46.4306559563,-2.9997260571,3.6700179577
47.4307131767,-2.9997167587,3.6680486202
48.4307703972,-2.9997019768,3.666082859
49.4308276176,-2.9997019768,3.6641306877
50.4308843613,-2.9997022152,3.6622059345
51.4309420586,-2.9997136593,3.6603069305
52.4309988022,-2.9997005463,3.6584029198
53.4310564995,-2.9997057915,3.6565337181
54.4311132431,-2.9996991158,3.6546814442
55.4311709404,-2.9996922016,3.6528429985
56.431227684,-2.9997003078,3.6510417461
57.4312853813,-2.9997086525,3.6492204666
58.4313421249,-2.9997012615,3.6474411488
59.4313998222,-2.9997239113,3.6456460953
60.4304566383,-2.9997344017,3.6438968182
61.4305138588,-2.9997274876,3.6421411037
62.4305710793,-2.9997091293,3.640417099
63.4306282997,-2.9997172356,3.6386823654
64.4306855202,-2.9997172356,3.6370062828
65.4307427406,-2.9997184277,3.6353123188
66.4307999611,-2.9997241497,3.633648634
67.4308571815,-2.9997184277,3.6319861412
68.430914402,-2.9997274876,3.6303415298
69.4309716225,-2.9997169971,3.6287152767
70.4310283661,-2.9997143745,3.6271088123
71.4310855865,-2.9997196198,3.6255133152
72.431142807,-2.9997324944,3.6239454746
73.4312000275,-2.999733448,3.6223599911
74.4312572479,-2.9997446537,3.6208078861
75.4313144684,-2.9997267723,3.6192612648
76.4313716888,-2.9997153282,3.6177639961
77.4304289818,-2.9997186661,3.6162383556
78.4304862022,-2.9997158051,3.6147737503
79.4305434227,-2.999735117,3.6132912636
80.4306006432,-2.9997208118,3.611841917
81.4306578636,-2.9997346401,3.6103904247
82.4307150841,-2.999712944,3.6089615822
83.4307723045,-2.999730587,3.6075439453
84.430829525,-2.9997112751,3.6061565876
85.4308867455,-2.9997179508,3.6047565937
86.4309439659,-2.999712944,3.6033804417
87.4310011864,-2.9997184277,3.6020219326
88.4310584068,-2.9997212887,3.600685358
89.4311151505,-2.9997293949,3.5993516445
90.4311723709,-2.9997377396,3.5980715752
91.4312295914,-2.9997363091,3.5967595577
92.4312868118,-2.9997377396,3.5954728127
93.4313440323,-2.9997429848,3.5942065716
94.4314012527,-2.9997401237,3.5929312706
95.4304585457,-2.999733448,3.5916860104
96.4305157661,-2.9997470379,3.5904450417
97.4305729866,-2.9997403622,3.5892095566
98.4306302071,-2.9997336864,3.5879967213
99.4306874275,-2.9997301102,3.5868098736
100.430744648,-2.9997336864,3.5856068134
101.4308018684,-2.9997205734,3.5844230652
102.4308590889,-2.9997336864,3.583262682
103.4309163094,-2.9997212887,3.5821027756
104.4309735298,-2.9997222424,3.580953598
105.4310307503,-2.9997241497,3.5798265934
106.4310879707,-2.9997191429,3.578669548
107.4311451912,-2.9997279644,3.5775578022
108.4312024117,-2.9997370243,3.576428175
109.4312591553,-2.9997246265,3.5753388405
110.4313163757,-2.9997193813,3.5742413998
111.4313735962,-2.9997315407,3.5731477737
112.4304308891,-2.9997236729,3.572081089
113.4304881096,-2.9997286797,3.570981741
114.43054533,-2.9997417927,3.569920063
115.4306025505,-2.9997382164,3.5688619614
116.430659771,-2.9997308254,3.5678169727
117.4307169914,-2.9997520447,3.5667622089
118.4307742119,-2.9997625351,3.5657057762
119.4308314323,-2.9997711182,3.564661026
120.4308886528,-2.999735117,3.5636534691
121.4309458733,-2.9997472763,3.5626199245
122.4310030937,-2.9997324944,3.5616109371
123.4310603142,-2.9997470379,3.5606026649
124.4311175346,-2.9997491837,3.5596005917
125.4311747551,-2.9997684956,3.5585842133
126.4312319756,-2.9997427464,3.5576021671
127.431289196,-2.9997508526,3.556596756
128.4313464165,-2.9997370243,3.5556130409
129.4304032326,-2.9997456074,3.5546295643
130.430460453,-2.9997370243,3.5536706448
131.4305176735,-2.9997508526,3.552687645
132.430574894,-2.9997491837,3.5516970158
133.4306321144,-2.999756813,3.5507473946
134.4306893349,-2.9997417927,3.5498013496
135.4307465553,-2.9997618198,3.5488269329
136.4308037758,-2.9997470379,3.5478672981
137.4308609962,-2.999767065,3.5469181538
138.4309182167,-2.9997501373,3.5459887981
139.4309754372,-2.999768734,3.5450248718
140.4310326576,-2.9997582436,3.5441026688
141.4310898781,-2.9997515678,3.5431609154
142.4311470985,-2.9997551441,3.5422418118
143.431204319,-2.9997701645,3.5413038731
144.4312615395,-2.9997611046,3.5403809547
145.4313187599,-2.9997582436,3.5394647121
146.4313759804,-2.9997563362,3.5385580063
147.4304327965,-2.9997525215,3.5376343727
148.4304900169,-2.9997441769,3.5367188454
149.4305467606,-2.9997446537,3.5358088017
150.4306044579,-2.9997529984,3.5348877907
151.4306612015,-2.9997420311,3.5339875221
152.4307188988,-2.9997479916,3.5330815315
153.4307756424,-2.9997460842,3.5321853161
154.4308333397,-2.9997596741,3.5312843323
155.4308900833,-2.999753952,3.5303945541
156.4309477806,-2.9997484684,3.5295176506
157.4310045242,-2.9997515678,3.5286238194
158.4310622215,-2.9997484684,3.5277395248
159.4311189651,-2.9997549057,3.5268568993
160.4311766624,-2.9997520447,3.5259819031
161.4312334061,-2.9997549057,3.5250980854
162.4312911034,-2.9997541904,3.5242228508
