Time (s),Current (A),Voltage(V)
0.4250245094,-2.9996330738,3.8690822124
1.4250817299,-2.9996199608,3.8438670635
2.4251389503,-2.9996330738,3.8311235905
3.4251961708,-2.9996347427,3.8216056824
4.4242529869,-2.9996666908,3.8136775494
5.4243102074,-2.9996926785,3.8067305088
6.4243674278,-2.9996795654,3.8004691601
7.4244246483,-2.9997081757,3.7946975231
8.4244818687,-2.9997062683,3.7893271446
9.4245390892,-2.9996852875,3.7842645645
10.4245963097,-2.9996862411,3.7794687748
11.4246535301,-2.9997005463,3.7749066353
12.4247107506,-2.9997074604,3.7705440521
13.424767971,-2.9996812344,3.7663648129
14.4248251915,-2.9997155666,3.7623524666
15.424882412,-2.9997081757,3.7584798336
16.4249396324,-2.9997060299,3.7547030449
17.4249968529,-2.9997279644,3.7511096001
18.4250540733,-2.9997060299,3.7475941181
19.4251112938,-2.9997169971,3.7441968918
20.4251685143,-2.9997179508,3.7408885956
21.4252257347,-2.9997115135,3.7377007008
22.4242830276,-2.9997124672,3.7345619202
23.4243397713,-2.9997143745,3.7315089703
24.4243969917,-2.9997198582,3.7285711765
25.4244542122,-2.9997210503,3.7256684303
26.4245114326,-2.9997210503,3.7228646278
27.4245686531,-2.9997057915,3.7201147079
28.4246258736,-2.9997017384,3.7174263
29.424683094,-2.9997398853,3.714786768
30.4247403145,-2.9997172356,3.712215662
31.4247975349,-2.9997265339,3.7097103596
32.4248547554,-2.9997425079,3.7072329521
33.4249119759,-2.9997236729,3.7048294544
34.4249691963,-2.9997324944,3.7024464607
35.4250264168,-2.9997375011,3.7000927925
36.4250836372,-2.9997358322,3.6977822781
37.4251408577,-2.9997332096,3.6955358982
38.4251980782,-2.9997208118,3.6932990551
39.4242553711,-2.9997212887,3.6911096573
40.4243125916,-2.9997205734,3.6889276505
41.424369812,-2.9997239113,3.6867723465
42.4244270325,-2.9997158051,3.6846818924
43.4244837761,-2.9997124672,3.6825895309
44.4245409966,-2.9997310638,3.6805026531
45.424598217,-2.9997370243,3.6784632206
46.4246554375,-2.9997191429,3.6764361858
47.4247126579,-2.9997212887,3.6744322777
48.4247698784,-2.9997296333,3.6724457741
49.4248270988,-2.9997198582,3.6704695225
50.4248843193,-2.999727726,3.6684916019
51.4249415398,-2.9997332096,3.6665885448
52.4249987602,-2.9997165203,3.6646692753
53.4250559807,-2.9997220039,3.6627726555
54.4251132011,-2.9997262955,3.6609005928
55.4251704216,-2.999735117,3.6590135098
56.4242277145,-2.9997324944,3.6571867466
57.424284935,-2.9997179508,3.6553330421
58.4243421555,-2.9997239113,3.6535263062
59.4243993759,-2.9997358322,3.6517441273
60.4244565964,-2.9997227192,3.649916172
61.4245138168,-2.9997198582,3.6481480598
62.4245710373,-2.9997341633,3.6464092731
63.4246277809,-2.9997234344,3.6446444988
64.4246850014,-2.999727726,3.6429092884
65.4247422218,-2.9997253418,3.6411914825
66.4247994423,-2.9997336864,3.6394917965
67.4248566628,-2.9997196198,3.6377973557
68.4249138832,-2.9997398853,3.6361343861
69.4249711037,-2.9997222424,3.6344940662
70.4250283241,-2.9997224808,3.6328456402
71.4250855446,-2.9997346401,3.631218195
72.425142765,-2.9997317791,3.6296076775
73.4251999855,-2.9997377396,3.628023386
74.4242568016,-2.9997437,3.6264324188
75.4243144989,-2.9997437,3.6248860359
76.4243712425,-2.9997246265,3.6233477592
77.4244289398,-2.9997169971,3.6218237877
78.4244856834,-2.9997358322,3.6203000546
79.4245433807,-2.9997303486,3.618806839
80.4246001244,-2.9997303486,3.6173079014
81.4246578217,-2.9997191429,3.6158473492
82.4247145653,-2.9997184277,3.6143939495
83.4247717857,-2.9997439384,3.6129364967
84.4248290062,-2.9997141361,3.6115353107
85.4248862267,-2.9997205734,3.6101293564
86.4249429703,-2.9997332096,3.6087417603
87.4250006676,-2.9997344017,3.6073572636
88.4250574112,-2.9997155666,3.6059949398
89.4251151085,-2.9997389317,3.6046600342
90.4251718521,-2.9997205734,3.6033194065
91.4242296219,-2.9997274876,3.6019940376
92.4242863655,-2.9997260571,3.6006937027
93.4243440628,-2.9997289181,3.5993916988
94.4244008064,-2.9997303486,3.5981221199
95.4244585037,-2.9997301102,3.59684062
96.4245152473,-2.9997382164,3.5955872536
97.4245729446,-2.9997360706,3.5943572521
98.4246296883,-2.9997293949,3.5931167603
99.4246873856,-2.9997406006,3.5918793678
100.4247441292,-2.9997365475,3.5906744003
101.4248018265,-2.999714613,3.5894751549
