Time (s),Current (A),Voltage(V)
0.4220237732,-2.9995903969,3.8583109379
1.4220809937,-2.9995827675,3.8316469193
2.4221382141,-2.9996235371,3.8183090687
3.4221954346,-2.99964571,3.8083407879
4.422252655,-2.9996635914,3.8000545502
5.4223098755,-2.9996886253,3.7928168774
6.4223670959,-2.999689579,3.7862973213
7.4224243164,-2.9996948242,3.7802867889
8.4224815369,-2.9997062683,3.7747457027
9.4225387573,-2.9997246265,3.7694673538
10.4225959778,-2.9997057915,3.7645213604
11.4226531982,-2.9997115135,3.7598097324
12.4227104187,-2.9997017384,3.7553067207
13.4227676392,-2.9997067451,3.7509951591
14.4228248596,-2.9997153282,3.7468748093
15.4228820801,-2.9997198582,3.7428882122
16.4219388962,-2.9997131824,3.739035368
17.4219961166,-2.9997322559,3.7353351116
18.4220533371,-2.9997215271,3.7317554951
19.4221105576,-2.9997215271,3.728284359
20.422167778,-2.9997150898,3.7249054909
21.4222249985,-2.9997034073,3.7216365337
22.4222822189,-2.9997081757,3.718462944
23.4223394394,-2.9997234344,3.7153511047
24.4223966599,-2.9997105598,3.7123556137
25.4224538803,-2.9997143745,3.7094171047
26.4225111008,-2.9997239113,3.7065622807
27.4225683212,-2.9997267723,3.7037723064
28.4226255417,-2.9997274876,3.7010741234
29.4226827621,-2.9997396469,3.6983869076
30.4227399826,-2.9997255802,3.6957945824
31.4227972031,-2.9997267723,3.6932492256
32.4228544235,-2.9997167587,3.6907498837
33.422911644,-2.9997115135,3.6883003712
34.4219689369,-2.999727726,3.6858887672
35.4220256805,-2.9997234344,3.6835477352
36.422082901,-2.9997186661,3.6812112331
37.4221401215,-2.999730587,3.6789579391
38.4221973419,-2.9997103214,3.6767201424
39.4222545624,-2.9997124672,3.6745400429
40.4223117828,-2.9997012615,3.6723952293
41.4223685265,-2.9996964931,3.6702532768
42.4224262238,-2.9997045994,3.6681702137
43.4224829674,-2.9997041225,3.6660907269
44.4225406647,-2.9997098446,3.6640582085
45.4225974083,-2.9997007847,3.6620445251
46.4226551056,-2.9997019768,3.6600494385
47.4227118492,-2.9997191429,3.6580841541
48.4227695465,-2.9997076988,3.6561386585
49.4228262901,-2.9996991158,3.6542162895
50.4228839874,-2.9997186661,3.6523237228
51.4219408035,-2.9997143745,3.6504609585
52.421998024,-2.9997143745,3.6486055851
53.4220552444,-2.9997069836,3.6467518806
54.4221124649,-2.9997138977,3.6449394226
55.4221696854,-2.9997122288,3.6431503296
56.4222269058,-2.9997034073,3.6413781643
57.4222841263,-2.9997105598,3.6396200657
58.4223413467,-2.9997200966,3.6378715038
59.4223985672,-2.999712944,3.636138916
60.4224553108,-2.9997067451,3.6344265938
61.4225125313,-2.9997057915,3.632712841
62.4225697517,-2.9997112751,3.6310296059
63.4226269722,-2.999710083,3.6293709278
64.4226841927,-2.999704361,3.6277112961
65.4227414131,-2.9997041225,3.6260993481
66.4227986336,-2.9997210503,3.6244614124
67.422855854,-2.999724865,3.6228711605
68.4229130745,-2.9997136593,3.621275425
69.4219703674,-2.9997372627,3.6197161674
70.4220275879,-2.9997267723,3.618162632
71.4220848083,-2.9997308254,3.6166348457
72.4221420288,-2.9997296333,3.6150949001
73.4221992493,-2.9997246265,3.613604784
74.4222564697,-2.9997451305,3.6120958328
75.4223136902,-2.9997301102,3.6106345654
76.4223709106,-2.9997341633,3.6091666222
77.4224281311,-2.9997301102,3.6077141762
