Time (s),Current (A),Voltage(V)
0.4330248833,-2.9995908737,3.8549005985
1.4330821037,-2.9995958805,3.8277685642
2.4331393242,-2.999630928,3.8142249584
3.4331965446,-2.9996166229,3.8041014671
4.4332537651,-2.9996557236,3.7956950665
5.4333109856,-2.9996731281,3.7883265018
6.4323682785,-2.9996707439,3.7817130089
7.432425499,-2.9996871948,3.7756102085
8.4324827194,-2.999682188,3.7699246407
9.4325399399,-2.9996962547,3.7646238804
10.4325971603,-2.9996876717,3.7595691681
11.4326543808,-2.9996976852,3.75481534
12.4327116013,-2.9996974468,3.7502429485
13.4327688217,-2.9996857643,3.7458500862
14.4328260422,-2.9997184277,3.7416510582
15.4328832626,-2.9997227192,3.7376124859
16.4329400063,-2.9997279644,3.7337019444
17.4329972267,-2.9997110367,3.7299365997
18.4330544472,-2.9997289181,3.7262895107
19.4331116676,-2.9997246265,3.7227714062
20.4331688881,-2.9997205734,3.7193479538
21.4332261086,-2.9997270107,3.7160243988
22.433283329,-2.9997117519,3.7127890587
23.4323401451,-2.9997141361,3.70966959
24.4323978424,-2.9997167587,3.7066054344
25.432454586,-2.999730587,3.7036192417
26.4325122833,-2.9997234344,3.700725317
27.4325690269,-2.9997200966,3.6978919506
28.4326267242,-2.9997267723,3.6951179504
29.4326834679,-2.9997212887,3.6924240589
30.4327411652,-2.9997289181,3.6897778511
31.4327979088,-2.9997322559,3.6871957779
32.4328556061,-2.9997158051,3.6846370697
33.4329123497,-2.9997267723,3.6821637154
34.432970047,-2.9997274876,3.6797201633
35.4330267906,-2.9997282028,3.6773257256
36.4330840111,-2.9997086525,3.674973011
37.4331412315,-2.9997375011,3.672668457
38.433198452,-2.9997122288,3.6703910828
39.4332551956,-2.9997236729,3.6681678295
40.4333128929,-2.9997344017,3.6659669876
41.432369709,-2.999707222,3.6638059616
42.4324274063,-2.9997138977,3.6616559029
43.4324841499,-2.9997122288,3.6595697403
44.4325418472,-2.9997324944,3.6574854851
45.4325985909,-2.999723196,3.6554341316
46.4326562881,-2.999723196,3.6534202099
47.4327130318,-2.9997141361,3.6514163017
48.4327707291,-2.999712944,3.649466753
49.4328274727,-2.9997069836,3.6475100517
50.43288517,-2.9997050762,3.6455790997
51.4329419136,-2.9996976852,3.6436831951
52.4329996109,-2.9996962547,3.6417963505
53.4330563545,-2.9997055531,3.6399333477
54.4331140518,-2.9997224808,3.638081789
55.4331707954,-2.999710083,3.6362485886
56.4332280159,-2.9997122288,3.6344311237
57.4332852364,-2.9997084141,3.6326532364
58.4323420525,-2.9997210503,3.6308836937
59.4323992729,-2.9997322559,3.6291339397
60.4324564934,-2.9997329712,3.6273920536
61.4325137138,-2.9997293949,3.6256737709
62.4325709343,-2.9997210503,3.6239733696
63.4326281548,-2.9997198582,3.6222977638
64.4326853752,-2.999712944,3.6206221581
65.4327425957,-2.9997136593,3.6189723015
66.4327998161,-2.9997172356,3.6173501015
67.4328570366,-2.9997184277,3.6157302856
68.432914257,-2.9997105598,3.6141343117
69.4329714775,-2.9997124672,3.6125531197
70.433028698,-2.9997193813,3.6109900475
71.4330859184,-2.999723196,3.6094498634
72.4331431389,-2.9997143745,3.6079053879
73.4332003593,-2.999714613,3.606408596
74.4332575798,-2.9997320175,3.6049063206
75.4333148003,-2.9997181892,3.603427887
76.4323716164,-2.9997141361,3.6019582748
77.4324288368,-2.9997198582,3.6005105972
78.4324860573,-2.9997155666,3.5990598202
79.4325432777,-2.9997062683,3.59765172
80.4326004982,-2.9997112751,3.5962455273
81.4326577187,-2.9997296333,3.5948395729
82.4327149391,-2.9997205734,3.5934827328
83.4327721596,-2.9997234344,3.5921032429
84.43282938,-2.9997274876,3.5907576084
85.4328866005,-2.999727726,3.589432478
86.432943821,-2.9997317791,3.5880978107
87.4330010414,-2.999727726,3.5867955685
88.4330582619,-2.9997401237,3.5855128765
89.4331154823,-2.9997308254,3.5842213631
90.4331727028,-2.9997310638,3.5829648972
91.4332299232,-2.9997310638,3.5816979408
92.4332871437,-2.9997234344,3.5804622173
93.4323444366,-2.9997320175,3.5792253017
94.4324016571,-2.9997265339,3.5780000687
95.4324584007,-2.9997320175,3.5767872334
96.4325156212,-2.9997317791,3.5755970478
97.4325728416,-2.999730587,3.5743961334
98.4326300621,-2.9997241497,3.5732164383
99.4326872826,-2.9997384548,3.5720613003
100.432744503,-2.9997444153,3.5708985329
101.4328017235,-2.9997303486,3.5697669983
102.4328589439,-2.9997375011,3.5686359406
103.4329161644,-2.9997236729,3.5674901009
104.4329733849,-2.9997441769,3.5663528442
105.4330306053,-2.9997396469,3.5652396679
106.4330878258,-2.9997439384,3.5641484261
107.4331450462,-2.9997239113,3.5630385876
108.4332022667,-2.9997386932,3.5619542599
109.4332594872,-2.9997291565,3.5608730316
110.4333167076,-2.999730587,3.559772253
111.4323740005,-2.9997322559,3.5586998463
112.432431221,-2.9997191429,3.5576486588
113.4324884415,-2.9997227192,3.5565953255
114.4325456619,-2.9997291565,3.5555565357
115.4326024055,-2.9997398853,3.5545182228
116.432659626,-2.9997515678,3.5534565449
117.4327168465,-2.9997506142,3.5524432659
118.4327740669,-2.9997456074,3.5514116287
119.4328312874,-2.9997520447,3.5504050255
120.4328885078,-2.9997437,3.5493884087
121.4329457283,-2.9997415543,3.5483832359
122.4330029488,-2.9997329712,3.5473806858
123.4330601692,-2.9997301102,3.54637146
124.4331173897,-2.9997296333,3.5453925133
125.4331746101,-2.9997289181,3.5444073677
126.4332318306,-2.9997191429,3.5434341431
127.4332890511,-2.9997200966,3.5424439907
128.432346344,-2.9997324944,3.5414669514
129.4324035645,-2.9997289181,3.5404963493
130.4324607849,-2.9997320175,3.5395128727
131.4325180054,-2.9997444153,3.5385687351
132.4325752258,-2.9997398853,3.5376212597
133.4326324463,-2.9997444153,3.5366528034
134.4326896667,-2.9997527599,3.5356833935
135.4327464104,-2.9997403622,3.5347266197
136.4328036308,-2.9997522831,3.5337982178
137.4328608513,-2.9997467995,3.5328569412
138.4329180717,-2.9997620583,3.5319068432
139.4329752922,-2.9997413158,3.5309853554
140.4330325127,-2.9997689724,3.5300424099
141.4330897331,-2.9997622967,3.5291221142
142.4331469536,-2.999767065,3.5281994343
143.433204174,-2.9997608662,3.5272705555
144.4332613945,-2.9997580051,3.5263471603
145.433318615,-2.9997451305,3.5254404545
146.4323754311,-2.9997639656,3.524513483
147.4324331284,-2.9997494221,3.5236203671
148.432489872,-2.999765873,3.5226986408
149.4325475693,-2.999765873,3.5218138695
150.4326043129,-2.9997439384,3.5209138393
151.4326620102,-2.9997484684,3.5200128555
152.4327187538,-2.9997496605,3.5191090107
153.4327764511,-2.9997611046,3.5182263851
154.4328331947,-2.9997413158,3.5173447132
155.4328904152,-2.9997360706,3.51644063
156.4329476357,-2.9997467995,3.5155568123
157.4330048561,-2.9997565746,3.5146801472
158.4330615997,-2.9997420311,3.5138058662
159.433119297,-2.9997520447,3.5129401684
160.4331760406,-2.9997525215,3.5120584965
161.4332337379,-2.9997673035,3.511200428
162.4332904816,-2.9997570515,3.5103218555
163.4323482513,-2.999758482,3.5094544888
164.432404995,-2.9997494221,3.5085959435
165.4324626923,-2.9997491837,3.5077297688
166.4325194359,-2.9997491837,3.5068645477
167.4325771332,-2.9997501373,3.5059971809
168.4326338768,-2.9997472763,3.5051460266
169.4326915741,-2.9997427464,3.5042889118
170.4327483177,-2.9997491837,3.5034441948
171.432806015,-2.9997460842,3.502614975
172.4328627586,-2.9997565746,3.5017523766
173.4329204559,-2.9997551441,3.5008957386
174.4329771996,-2.9997496605,3.5000874996
175.43303442,-2.9997446537,3.4992406368
176.4330916405,-2.9997441769,3.4983975887
177.4331488609,-2.9997467995,3.4975609779
178.4332056046,-2.9997527599,3.4967250824
179.4332633018,-2.9997549057,3.4958815575
180.4333200455,-2.9997634888,3.4950706959
181.4323773384,-2.9997551441,3.4942374229
182.4324345589,-2.9997625351,3.4934160709
183.4324917793,-2.9997551441,3.4925947189
184.4325489998,-2.9997565746,3.4917786121
185.4326062202,-2.9997596741,3.4909658432
186.4326634407,-2.9997491837,3.4901664257
187.4327206612,-2.9997515678,3.4893293381
188.4327778816,-2.9997527599,3.4885132313
189.4328351021,-2.9997377396,3.4877154827
190.4328923225,-2.9997470379,3.4868900776
191.432949543,-2.9997479916,3.486086607
192.4330067635,-2.9997389317,3.4852895737
193.4330639839,-2.9997522831,3.4844918251
194.4331212044,-2.9997673035,3.4836802483
195.4331784248,-2.999774456,3.4828858376
196.4332356453,-2.9997487068,3.4820809364
197.4332928658,-2.9997427464,3.4812908173
198.4323496819,-2.9997515678,3.4804930687
199.4324069023,-2.9997591972,3.4797046185
200.4324641228,-2.9997596741,3.4789054394
201.4325213432,-2.9997551441,3.4781253338
202.4325785637,-2.999765873,3.4773476124
203.4326357841,-2.9997382164,3.4765622616
204.4326930046,-2.9997527599,3.4757871628
205.4327502251,-2.9997470379,3.4750151634
206.4328074455,-2.9997603893,3.4742321968
207.432864666,-2.9997711182,3.4734511375
208.4329218864,-2.9997782707,3.4726843834
209.4329791069,-2.9997622967,3.4719104767
210.4330363274,-2.9997844696,3.4711427689
211.4330935478,-2.9997615814,3.4703676701
212.4331507683,-2.999777317,3.4696314335
213.4332079887,-2.9997677803,3.4688570499
214.4332652092,-2.9997808933,3.4680941105
215.4333224297,-2.9997673035,3.4673402309
216.4323792458,-2.9997603893,3.4665977955
217.4324364662,-2.9997575283,3.4658305645
218.4324936867,-2.9997432232,3.4650800228
219.4325509071,-2.9997637272,3.4643132687
220.4326081276,-2.9997580051,3.4635550976
221.4326653481,-2.999776125,3.4628145695
222.4327225685,-2.9997608662,3.4620661736
223.432779789,-2.9997720718,3.4613461494
224.4328370094,-2.9997770786,3.46058321
225.4328942299,-2.9997782707,3.4598479271
226.4329514503,-2.9997661114,3.4591078758
227.4330086708,-2.9997711182,3.4583570957
228.4330658913,-2.9997656345,3.4576363564
229.4331231117,-2.9997622967,3.4568932056
230.4331803322,-2.9997718334,3.4561727047
231.4332375526,-2.9997677803,3.4554316998
232.4332947731,-2.9997842312,3.4546837807
233.432352066,-2.9997739792,3.4539592266
234.4324088097,-2.9997625351,3.4532358646
235.4324660301,-2.9997699261,3.4524846077
236.4325232506,-2.9997680187,3.4517743587
237.432580471,-2.9997828007,3.4510464668
238.4326376915,-2.9997704029,3.4503257275
239.432694912,-2.9997880459,3.4496023655
240.4327521324,-2.9997756481,3.4488818645
241.4328093529,-2.9997622967,3.448171854
242.4328665733,-2.9997549057,3.4474651814
243.4329237938,-2.9997591972,3.4467353821
244.4329810143,-2.9997732639,3.4460396767
245.4330382347,-2.9997694492,3.4453179836
246.4330954552,-2.9997780323,3.4446275234
247.4331526756,-2.9997684956,3.4439120293
248.4332098961,-2.9997711182,3.4432172775
249.4332671165,-2.9997656345,3.4424848557
250.433324337,-2.9997675419,3.441801548
