Time (s),Current (A),Voltage(V)
0.4220237732,-2.9996194839,3.8685948849
1.4220809937,-2.9996147156,3.843329668
2.4221382141,-2.9996304512,3.8305466175
3.4221954346,-2.9996385574,3.8209896088
4.422252655,-2.9996571541,3.8130652905
5.4223098755,-2.9996747971,3.8060958385
6.4223670959,-2.9996938705,3.7998180389
7.4224243164,-2.9997136593,3.7940206528
8.4224815369,-2.9996926785,3.7886760235
9.4225387573,-2.9996953011,3.7836191654
10.4225959778,-2.9996733665,3.7788107395
11.4226531982,-2.9996864796,3.7742612362
12.4227104187,-2.9997029305,3.7698891163
13.4227676392,-2.9997084141,3.7657153606
14.4228248596,-2.9996931553,3.7617046833
15.4228820801,-2.9996907711,3.7578458786
16.4219388962,-2.9997112751,3.7541043758
17.4219961166,-2.9997067451,3.7504870892
18.4220533371,-2.9997062683,3.7469773293
19.4221105576,-2.9997055531,3.7435815334
20.422167778,-2.9997220039,3.7403006554
21.4222249985,-2.9997122288,3.7370634079
22.4222822189,-2.9997069836,3.7339513302
23.4223394394,-2.9997348785,3.7309045792
24.4223966599,-2.999714613,3.727948904
25.4224538803,-2.9997274876,3.725069046
26.4225111008,-2.9997317791,3.7222430706
27.4225683212,-2.9997375011,3.7194945812
28.4226255417,-2.9997198582,3.7168250084
29.4226827621,-2.9997293949,3.7141959667
30.4227399826,-2.9997212887,3.7116177082
31.4227972031,-2.9997253418,3.7091088295
32.4228544235,-2.9997279644,3.7066278458
33.4219112396,-2.9997432232,3.7042281628
34.4219684601,-2.9997291565,3.7018194199
35.4220256805,-2.9997124672,3.6995162964
36.422082901,-2.9997076988,3.6972017288
37.4221401215,-2.9997117519,3.6949214935
38.4221973419,-2.9997179508,3.692688942
39.4222545624,-2.999712944,3.6904981136
40.4223117828,-2.9997224808,3.6883342266
41.4223690033,-2.9997181892,3.6861929893
42.4224262238,-2.9997084141,3.6840693951
43.4224834442,-2.9997177124,3.681984663
44.4225406647,-2.9997413158,3.6799161434
45.4225978851,-2.9997138977,3.6778681278
46.4226551056,-2.9997076988,3.6758639812
47.422712326,-2.9997401237,3.6738586426
48.4227695465,-2.9997322559,3.6718714237
49.422826767,-2.9997282028,3.6699233055
50.4228839874,-2.9997270107,3.6679897308
51.4219408035,-2.9997222424,3.6660532951
52.421998024,-2.9997322559,3.6641471386
53.4220552444,-2.9997136593,3.6622302532
54.4221124649,-2.9997210503,3.6603720188
55.4221696854,-2.9997048378,3.6584970951
56.4222269058,-2.999730587,3.6566426754
57.4222836494,-2.9997208118,3.6548213959
58.4223413467,-2.9997346401,3.6530213356
59.4223980904,-2.999727726,3.6512060165
60.4224557877,-2.9997251034,3.6494090557
61.4225125313,-2.9997270107,3.6476402283
62.4225702286,-2.9997577667,3.6458818913
63.4226269722,-2.9997227192,3.6441605091
64.4226846695,-2.9997279644,3.6424388885
65.4227414131,-2.9997358322,3.6407082081
66.4227991104,-2.9997360706,3.6390008926
