Time (s),Current (A),Voltage(V)
0.4300246239,-2.999604702,3.8465354443
1.4300818443,-2.9995958805,3.8181385994
2.4301390648,-2.9996147156,3.8040237427
3.4301962852,-2.9996364117,3.7934761047
4.4302535057,-2.9996657372,3.7847645283
5.4293107986,-2.9996602535,3.7771315575
6.4293680191,-2.9996681213,3.7702441216
7.4294252396,-2.999658823,3.7639269829
8.42948246,-2.9996979237,3.7580468655
9.4295396805,-2.999666214,3.7525570393
10.4295969009,-2.9996910095,3.7473273277
11.4296541214,-2.9996993542,3.7423796654
12.4297113419,-2.9996957779,3.7376801968
13.4297685623,-2.9996995926,3.7331457138
14.4298257828,-2.999694109,3.7288019657
15.4298830032,-2.9996926785,3.7246263027
16.4299397469,-2.999702692,3.7206168175
17.4299969673,-2.9997088909,3.7167472839
18.4300541878,-2.9997007847,3.7129909992
19.4301114082,-2.9997160435,3.7093470097
20.4301686287,-2.9996988773,3.7058129311
21.4302258492,-2.9996981621,3.7024114132
22.4292826653,-2.9996948242,3.6990926266
23.4293403625,-2.9997136593,3.6958611012
24.4293971062,-2.9997181892,3.6927309036
25.4294548035,-2.9997074604,3.6896736622
26.4295115471,-2.9997112751,3.6866831779
27.4295692444,-2.9997279644,3.6837584972
28.429625988,-2.9997227192,3.6809298992
29.4296836853,-2.9997103214,3.6781642437
30.4297404289,-2.9997155666,3.6754379272
31.4297981262,-2.9997415543,3.6727757454
32.4298548698,-2.9997196198,3.6701583862
33.4299125671,-2.9997048378,3.667596817
34.4299693108,-2.9997155666,3.6651036739
35.4300270081,-2.9997179508,3.6626527309
36.4300837517,-2.9997210503,3.6602399349
37.4301409721,-2.9997105598,3.657844305
38.4301981926,-2.9997293949,3.6555254459
39.4302554131,-2.9997262955,3.6532115936
40.4293122292,-2.9997138977,3.6509740353
41.4293699265,-2.9997234344,3.6487202644
42.4294266701,-2.9997370243,3.6465466022
43.4294843674,-2.999724865,3.6443989277
44.429541111,-2.9997172356,3.6422595978
45.4295988083,-2.9997253418,3.6401467323
46.4296555519,-2.9997253418,3.6380724907
47.4297132492,-2.9997158051,3.6360225677
48.4297699928,-2.9997253418,3.6339666843
49.4298276901,-2.9997255802,3.6319944859
50.4298844337,-2.9997184277,3.6300275326
51.429942131,-2.9997227192,3.6280548573
52.4299988747,-2.9997355938,3.6261446476
53.430056572,-2.9997282028,3.6242136955
54.4301133156,-2.9997262955,3.6223263741
55.430170536,-2.9997301102,3.6204702854
56.4302277565,-2.9997389317,3.6186265945
57.4292845726,-2.9997355938,3.616809845
58.4293417931,-2.9997403622,3.6149878502
59.4293990135,-2.9997236729,3.6132030487
60.429456234,-2.9997127056,3.6114468575
61.4295134544,-2.9997324944,3.6096949577
62.4295706749,-2.9997370243,3.6079769135
63.4296278954,-2.9997286797,3.6062703133
64.4296851158,-2.9997479916,3.6045639515
65.4297423363,-2.999724865,3.6029062271
66.4297995567,-2.9997193813,3.6012601852
67.4298567772,-2.9997241497,3.5996177197
68.4299139977,-2.9997184277,3.5980226994
69.4299712181,-2.9997329712,3.5964221954
70.4300284386,-2.999727726,3.5948393345
71.430085659,-2.9997317791,3.5932729244
72.4301428795,-2.9997456074,3.5917470455
73.4302000999,-2.999724865,3.5902123451
74.4302573204,-2.9997420311,3.5886931419
75.4293141365,-2.9997336864,3.5872237682
76.429371357,-2.9997270107,3.5857231617
77.4294285774,-2.9997329712,3.5842750072
78.4294857979,-2.9997527599,3.5828158855
79.4295430183,-2.9997401237,3.5814034939
80.4296002388,-2.9997420311,3.5799798965
81.4296574593,-2.9997363091,3.5785796642
82.4297146797,-2.9997417927,3.5772018433
83.4297719002,-2.999755621,3.5758166313
84.4298291206,-2.9997346401,3.5744781494
85.4298863411,-2.9997565746,3.5731246471
86.4299435616,-2.999755621,3.5717992783
87.430000782,-2.9997498989,3.5704858303
88.4300580025,-2.9997398853,3.5691742897
89.4301152229,-2.9997432232,3.5678896904
90.4301724434,-2.9997401237,3.5666208267
91.4302296638,-2.9997522831,3.565350771
92.4292869568,-2.9997522831,3.5641102791
93.4293441772,-2.9997410774,3.5628755093
94.4294013977,-2.9997308254,3.5616180897
95.4294581413,-2.9997601509,3.5604057312
96.4295153618,-2.9997534752,3.5592067242
97.4295725822,-2.9997425079,3.5580127239
98.4296298027,-2.9997475147,3.5568029881
99.4296870232,-2.9997460842,3.5556395054
100.4297442436,-2.9997396469,3.5544586182
101.4298014641,-2.9997410774,3.5533084869
102.4298586845,-2.9997475147,3.5521392822
103.429915905,-2.9997372627,3.5510134697
104.4299731255,-2.9997632504,3.5498650074
105.4300303459,-2.999733448,3.5487196445
106.4300875664,-2.9997348785,3.5476205349
107.4301447868,-2.9997444153,3.546482563
108.4302020073,-2.9997472763,3.5453751087
109.4302592278,-2.9997596741,3.5442852974
110.4293165207,-2.9997456074,3.5431892872
111.4293737411,-2.9997472763,3.5421071053
112.4294309616,-2.9997529984,3.5410170555
113.4294881821,-2.9997429848,3.5399532318
114.4295454025,-2.9997472763,3.5388972759
115.4296021461,-2.9997594357,3.537820816
116.4296593666,-2.999745369,3.536762476
117.4297165871,-2.9997725487,3.5357079506
118.4297738075,-2.9997527599,3.5346648693
119.429831028,-2.9997570515,3.5336282253
120.4298882484,-2.9997594357,3.5326049328
121.4299454689,-2.999753952,3.5315907001
122.4300026894,-2.9997565746,3.5305759907
123.4300599098,-2.9997479916,3.5295581818
124.4301171303,-2.9997372627,3.5285365582
125.4301743507,-2.9997420311,3.5275366306
126.4302315712,-2.999758482,3.5265398026
127.4292888641,-2.99974823,3.52552104
128.4293460846,-2.9997460842,3.524535656
129.4294033051,-2.9997596741,3.5235548019
130.4294605255,-2.9997446537,3.5225675106
131.429517746,-2.9997413158,3.5215826035
132.4295749664,-2.999758482,3.5206108093
133.4296321869,-2.9997732639,3.5196356773
134.4296894073,-2.9997594357,3.5186562538
135.429746151,-2.9997513294,3.5176949501
136.4298033714,-2.9997742176,3.5167472363
137.4298605919,-2.9997596741,3.515768528
138.4299178123,-2.9997525215,3.5148234367
139.4299750328,-2.9997680187,3.5138609409
140.4300322533,-2.9997830391,3.5129113197
141.4300894737,-2.9997484684,3.5119783878
142.4301466942,-2.9997577667,3.5110383034
143.4302039146,-2.9997713566,3.5100898743
144.4302611351,-2.9997596741,3.5091896057
145.4293179512,-2.9997665882,3.5082297325
146.4293756485,-2.9997794628,3.5073068142
147.4294323921,-2.9997551441,3.5063967705
148.4294900894,-2.9997529984,3.5054545403
149.429546833,-2.9997742176,3.5045371056
150.4296045303,-2.999755621,3.5036458969
151.429661274,-2.9997639656,3.5027263165
152.4297189713,-2.9997644424,3.5018222332
153.4297757149,-2.9997639656,3.5009088516
154.4298329353,-2.9997904301,3.5000014305
155.4298901558,-2.9997513294,3.4991128445
156.4299473763,-2.9997589588,3.4982202053
157.4300045967,-2.9997713566,3.497320652
158.4300618172,-2.9997622967,3.4964365959
159.4301185608,-2.9997332096,3.495562315
160.4301762581,-2.999758482,3.4946653843
161.4302330017,-2.9997649193,3.4937827587
162.4292907715,-2.9997360706,3.492890358
163.4293475151,-2.9997491837,3.492013216
164.4294052124,-2.9997549057,3.4911413193
165.429461956,-2.9997649193,3.4902734756
166.4295196533,-2.9997425079,3.4893743992
167.4295763969,-2.9997425079,3.4885196686
168.4296340942,-2.9997451305,3.4876563549
169.4296908379,-2.9997560978,3.4867930412
170.4297485352,-2.9997622967,3.4859473705
171.4298052788,-2.9997441769,3.4850773811
172.4298629761,-2.999768734,3.4842324257
173.4299197197,-2.9997520447,3.4833800793
174.4299769402,-2.9997460842,3.4825286865
175.4300341606,-2.9997570515,3.4816935062
176.4300913811,-2.9997487068,3.480837822
177.4301486015,-2.9997363091,3.4799897671
178.430205822,-2.999758482,3.4791479111
179.4302625656,-2.9997580051,3.4783101082
180.4293198586,-2.999756813,3.4774672985
181.429377079,-2.999758482,3.4766466618
182.4294342995,-2.9997537136,3.4758019447
183.4294915199,-2.9997563362,3.4749932289
184.4295487404,-2.999745369,3.474183321
185.4296059608,-2.9997496605,3.4733343124
186.4296631813,-2.9997677803,3.4725358486
187.4297204018,-2.9997460842,3.471698761
188.4297776222,-2.9997591972,3.4708821774
189.4298348427,-2.9997546673,3.4700744152
190.4298920631,-2.9997446537,3.4692604542
191.4299492836,-2.9997758865,3.4684462547
192.4300065041,-2.9997799397,3.4676249027
193.4300637245,-2.9997546673,3.4668283463
194.430120945,-2.9997706413,3.4660196304
195.4301781654,-2.9997622967,3.4652166367
196.4302353859,-2.9997537136,3.4643821716
197.429292202,-2.9997756481,3.4636001587
198.4293494225,-2.9997437,3.4628133774
199.4294066429,-2.9997525215,3.462025404
200.4294638634,-2.9997663498,3.4612407684
201.4295210838,-2.9997420311,3.4604475498
202.4295783043,-2.9997656345,3.4596407413
203.4296355247,-2.9997742176,3.4588766098
204.4296927452,-2.9997601509,3.4580750465
205.4297499657,-2.9997465611,3.4573042393
206.4298071861,-2.9997766018,3.4565060139
207.4298644066,-2.9997632504,3.4557328224
208.429921627,-2.9997785091,3.4549539089
209.4299788475,-2.9997756481,3.4541635513
210.430036068,-2.9997487068,3.4534039497
211.4300932884,-2.9997458458,3.4526464939
212.4301505089,-2.9997758865,3.45185709
213.4302077293,-2.9997630119,3.4511034489
214.4302649498,-2.9997560978,3.450316906
215.4293217659,-2.9997739792,3.4495639801
216.4293789864,-2.9997608662,3.4488215446
217.4294362068,-2.9997465611,3.4480552673
218.4294934273,-2.9997415543,3.4472997189
219.4295506477,-2.9997591972,3.4465453625
220.4296078682,-2.9997382164,3.4458069801
221.4296650887,-2.9997637272,3.4450466633
222.4297223091,-2.9997513294,3.4443125725
223.4297795296,-2.999745369,3.4435579777
224.42983675,-2.9997537136,3.4428164959
225.4298939705,-2.9997420311,3.4420650005
226.4299511909,-2.9997580051,3.4413199425
227.4300084114,-2.9997675419,3.4405791759
228.4300656319,-2.9997472763,3.4398367405
229.4301228523,-2.9997606277,3.4391095638
230.4301800728,-2.9997625351,3.4383676052
231.4302372932,-2.9997620583,3.4376277924
232.4292945862,-2.9997689724,3.436920166
233.4293518066,-2.9997472763,3.436175108
234.4294085503,-2.9997601509,3.4354667664
235.4294657707,-2.9997451305,3.4347345829
236.4295229912,-2.9997315407,3.4340090752
237.4295802116,-2.9997515678,3.4332971573
