Time (s),Current (A),Voltage(V)
0.4350252151,-2.9996073246,3.8482060432
1.4340820313,-2.9996180534,3.8199973106
2.4341392517,-2.9996373653,3.8060910702
3.4341964722,-2.9996483326,3.7957139015
4.4342532158,-2.9996612072,3.7871291637
5.4343109131,-2.9996755123,3.7795948982
6.4343676567,-2.9997005463,3.7727980614
7.434425354,-2.9997055531,3.7665741444
8.4344820976,-2.9996666908,3.7607550621
9.4345397949,-2.9996898174,3.7553257942
10.4345965385,-2.9996964931,3.7501759529
11.4346542358,-2.9996769428,3.7452905178
12.4347109795,-2.9996850491,3.740606308
13.4347686768,-2.9996933937,3.7361354828
14.4348254204,-2.9996945858,3.7318253517
15.4348831177,-2.9997110367,3.7277104855
16.4349398613,-2.9996991158,3.7237272263
17.4349975586,-2.9997224808,3.719848156
18.4350543022,-2.999702692,3.7161364555
19.4341115952,-2.999723196,3.7125251293
20.4341688156,-2.9997045994,3.7090623379
21.4342260361,-2.9997062683,3.7056672573
22.4342832565,-2.9997215271,3.7023732662
23.434340477,-2.9997215271,3.6991531849
24.4343972206,-2.9997115135,3.6960332394
25.4344549179,-2.9997279644,3.6929783821
26.4345116615,-2.9997315407,3.6900081635
27.4345693588,-2.999727726,3.6871042252
28.4346261024,-2.9997041225,3.6842849255
29.4346837997,-2.9997112751,3.6815083027
30.4347405434,-2.9997110367,3.6787843704
31.4347982407,-2.9997253418,3.6761600971
32.4348549843,-2.9997363091,3.6735446453
33.4349126816,-2.9997210503,3.6709885597
34.4349694252,-2.9997222424,3.6685068607
35.4350271225,-2.9997296333,3.6660342216
36.4340839386,-2.9997332096,3.6636288166
37.4341411591,-2.9997429848,3.6612408161
38.4341983795,-2.9997212887,3.6589438915
39.4342556,-2.9997191429,3.6566412449
40.4343128204,-2.9997308254,3.6543836594
41.4343700409,-2.9997115135,3.6521728039
42.4344272614,-2.9997150898,3.6499824524
43.434484005,-2.9997246265,3.6477992535
44.4345412254,-2.9997017384,3.6456756592
45.4345984459,-2.9997081757,3.6435780525
46.4346556664,-2.9997210503,3.641507864
47.4347128868,-2.9997076988,3.6394498348
48.4347701073,-2.9996931553,3.6374161243
49.4348273277,-2.9997131824,3.6354324818
50.4348845482,-2.9997215271,3.633453846
51.4349417686,-2.9997212887,3.6315045357
52.4349989891,-2.9997115135,3.6295490265
53.4350562096,-2.9997208118,3.6276476383
54.4341135025,-2.9997224808,3.6257591248
55.434170723,-2.9997215271,3.6238825321
56.4342279434,-2.9997153282,3.6220395565
57.4342851639,-2.9997446537,3.6202049255
58.4343423843,-2.9997246265,3.6183979511
59.4343996048,-2.9997234344,3.6166100502
60.4344568253,-2.9997391701,3.6148450375
61.4345140457,-2.9997227192,3.6130921841
62.4345712662,-2.9997324944,3.6113758087
63.4346280098,-2.9997279644,3.609662056
64.4346852303,-2.9997341633,3.6079668999
65.4347424507,-2.9997098446,3.6062848568
66.4347996712,-2.9997012615,3.6046283245
67.4348568916,-2.9997112751,3.6029844284
68.4349141121,-2.9997315407,3.6013596058
69.4349713326,-2.9997320175,3.5997555256
70.435028553,-2.9997131824,3.5981678963
71.4340858459,-2.9997236729,3.5965924263
72.4341430664,-2.9997415543,3.5950417519
73.4342002869,-2.999733448,3.5935041904
74.4342575073,-2.9997332096,3.5919823647
75.4343147278,-2.9997222424,3.5904824734
76.4343719482,-2.9997196198,3.5889954567
77.4344291687,-2.9997220039,3.587528944
78.4344863892,-2.9997179508,3.5860710144
79.4345436096,-2.9997303486,3.5846297741
80.4346008301,-2.9997172356,3.5832059383
81.4346580505,-2.9997215271,3.5817992687
82.4347147942,-2.9997410774,3.580401659
83.4347720146,-2.9997460842,3.5790331364
84.4348292351,-2.9997401237,3.5776748657
85.4348864555,-2.9997398853,3.5763318539
86.434943676,-2.999735117,3.5749940872
87.4350008965,-2.9997324944,3.5736665726
88.4350581169,-2.9997186661,3.5723474026
89.4341154099,-2.9997227192,3.5710573196
90.4341726303,-2.999723196,3.5697727203
91.4342298508,-2.9997150898,3.568508625
92.4342870712,-2.9997291565,3.5672569275
93.4343442917,-2.9997413158,3.5660190582
94.4344015121,-2.9997198582,3.564789772
95.4344587326,-2.9997501373,3.5635538101
96.4345159531,-2.9997420311,3.5623376369
97.4345731735,-2.9997372627,3.5611433983
98.434630394,-2.9997141361,3.5599439144
99.4346876144,-2.9997236729,3.5587637424
100.4347448349,-2.9997372627,3.55758214
101.4348020554,-2.9997398853,3.5564279556
102.434858799,-2.9997389317,3.555284977
103.4349160194,-2.9997286797,3.5541353226
104.4349732399,-2.9997363091,3.5529944897
105.4350304604,-2.9997410774,3.551882267
106.4340877533,-2.9997391701,3.5507552624
107.4341449738,-2.9997498989,3.5496194363
108.4342021942,-2.9997372627,3.5485343933
109.4342594147,-2.9997270107,3.5474526882
110.4343166351,-2.9997246265,3.546350956
111.4343738556,-2.9997169971,3.5452680588
112.434431076,-2.9997429848,3.5442011356
113.4344882965,-2.9997329712,3.5431272984
114.434545517,-2.9997355938,3.5420706272
115.4346027374,-2.9997410774,3.5410013199
116.4346599579,-2.9997241497,3.5399432182
117.4347171783,-2.9997425079,3.5389134884
118.4347743988,-2.9997420311,3.5378727913
119.4348316193,-2.9997456074,3.5368471146
