Time (s),Current (A),Voltage(V)
0.4320249557,-2.9995927811,3.8632035255
1.4320821762,-2.9996399879,3.8373301029
2.4321393967,-2.9996297359,3.8243103027
3.4321966171,-2.999648571,3.8145766258
4.4322538376,-2.999666214,3.8064949512
5.432311058,-2.9996590614,3.7994160652
6.4323682785,-2.9996979237,3.7930285931
7.432425499,-2.9996755123,3.787156105
8.4324827194,-2.9996912479,3.7816767693
9.4325399399,-2.9996962547,3.7765302658
10.4325971603,-2.9996931553,3.7716658115
11.4326543808,-2.9996790886,3.7670400143
12.4327111244,-2.9997150898,3.7626254559
13.4327683449,-2.9996938705,3.7584009171
14.4328255653,-2.9997074604,3.7543184757
15.4328827858,-2.9997036457,3.7503993511
16.4319400787,-2.9997112751,3.7466330528
17.4319972992,-2.9997084141,3.7429888248
18.4320545197,-2.9997112751,3.7394385338
19.4321117401,-2.9997184277,3.7360277176
20.4321689606,-2.9997186661,3.7326893806
21.432226181,-2.999723196,3.7294635773
22.4322834015,-2.9997346401,3.726331234
23.4323406219,-2.9997239113,3.7232699394
24.4323978424,-2.9997122288,3.7202937603
25.4324550629,-2.9997022152,3.7174208164
26.4325122833,-2.9997274876,3.7145831585
27.4325695038,-2.9997375011,3.7118198872
28.4326267242,-2.9997317791,3.7091245651
29.4326839447,-2.9997246265,3.7065005302
30.4327411652,-2.9997117519,3.7039291859
31.4327979088,-2.9997196198,3.7013950348
32.4328551292,-2.9997205734,3.6989078522
33.4319124222,-2.9997377396,3.6965110302
34.4319696426,-2.9997210503,3.6941132545
35.4320268631,-2.9997234344,3.6917808056
36.4320840836,-2.9997315407,3.6894919872
37.432141304,-2.9997293949,3.6872291565
38.4321985245,-2.9997220039,3.6849992275
39.4322557449,-2.9997227192,3.682823658
40.4323129654,-2.9997293949,3.6806623936
41.4323701859,-2.9997186661,3.6785330772
42.4324274063,-2.9997153282,3.6764380932
43.4324846268,-2.9997253418,3.6743605137
44.4325418472,-2.9997260571,3.6722998619
45.4325990677,-2.9997279644,3.6702840328
46.4326562881,-2.9997291565,3.6682801247
47.4327135086,-2.9997386932,3.666302681
48.4327707291,-2.9997456074,3.6643462181
49.4328279495,-2.9997386932,3.6624162197
50.43288517,-2.9997301102,3.6605010033
51.4319419861,-2.999730587,3.6586284637
52.4319987297,-2.9997301102,3.6567380428
53.432056427,-2.9997239113,3.6548633575
54.4321131706,-2.9997322559,3.6530189514
55.4321708679,-2.999724865,3.6511883736
56.4322276115,-2.9997253418,3.6493833065
57.4322853088,-2.9997341633,3.6475980282
58.4323420525,-2.9997253418,3.6458201408
59.4323997498,-2.9997303486,3.6440536976
60.4324564934,-2.9997239113,3.6423079967
61.4325141907,-2.9997265339,3.6405735016
62.4325709343,-2.9997150898,3.6388552189
63.4326286316,-2.9997200966,3.6371519566
64.4326853752,-2.9997208118,3.6354818344
65.4327430725,-2.9997034073,3.6338133812
66.4327998161,-2.9997341633,3.6321377754
67.4328575134,-2.9997260571,3.6305043697
68.4319143295,-2.999710083,3.6288802624
69.43197155,-2.9997324944,3.6272695065
70.4320287704,-2.9997410774,3.6256566048
71.4320855141,-2.9997308254,3.6240725517
72.4321427345,-2.9997370243,3.6224946976
73.432199955,-2.9997289181,3.6209533215
74.4322571754,-2.9997234344,3.6194210052
75.4323143959,-2.9997427464,3.6179039478
76.4323716164,-2.9997396469,3.6163749695
77.4324288368,-2.999730587,3.6149070263
78.4324860573,-2.9997360706,3.6134161949
79.4325432777,-2.9997425079,3.611954689
80.4326004982,-2.9997360706,3.6105163097
81.4326577187,-2.9997363091,3.609079361
82.4327149391,-2.9997322559,3.6076509953
83.4327721596,-2.9997377396,3.6062676907
84.43282938,-2.9997456074,3.6048734188
85.4328866005,-2.9997355938,3.603482008
86.4319438934,-2.9997413158,3.6021392345
87.4320011139,-2.9997198582,3.6008005142
